Grade,Subject Group,Subject,Module,Unit,Lesson,Subtopic
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,แม่เหล็กไฟฟ้า,แม่เหล็กถาวร,สนามแม่เหล็กโลก
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,แม่เหล็กไฟฟ้า,แม่เหล็กถาวร,แรงระหว่างแท่งแม่เหล็ก
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,แม่เหล็กไฟฟ้า,สนามแม่เหล็กชั่วคราวเนื่องจากกระแสไฟฟ้า,สนามแม่เหล็กจากลวดตรง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,แม่เหล็กไฟฟ้า,สนามแม่เหล็กชั่วคราวเนื่องจากกระแสไฟฟ้า,สนามแม่เหล็กจากลวดวงแหวน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,แม่เหล็กไฟฟ้า,สนามแม่เหล็กชั่วคราวเนื่องจากกระแสไฟฟ้า,สนามแม่เหล็กจากลวดโซเลนอยด์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,แม่เหล็กไฟฟ้า,ประจุไฟฟ้าในสนามแม่เหล็ก,แรงแม่เหล็กที่กระทำต่ออนุภาคที่มีประจุไฟฟ้า
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,แม่เหล็กไฟฟ้า,ประจุไฟฟ้าในสนามแม่เหล็ก,การเคลื่อนที่ของประจุไฟฟ้าในสนามแม่เหล็ก
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,แม่เหล็กไฟฟ้า,ลวดนำกระแสไฟฟ้าในสนามแม่เหล็ก,แรงแม่เหล็กที่กระทำต่อลวดนำกระแส
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,แม่เหล็กไฟฟ้า,ลวดนำกระแสไฟฟ้าในสนามแม่เหล็ก,แรงแม่เหล็กที่กระทำต่อลวดคู่ขนาน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,แม่เหล็กไฟฟ้า,การเหนี่ยวนำแม่เหล็กไฟฟ้า,ฟลักซ์แม่เหล็ก
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,แม่เหล็กไฟฟ้า,การเหนี่ยวนำแม่เหล็กไฟฟ้า,กฎของเลนซ์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,แม่เหล็กไฟฟ้า,การเหนี่ยวนำแม่เหล็กไฟฟ้า,กฎของฟาราเดย์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,แม่เหล็กไฟฟ้า,บทประยุกต์ของแม่เหล็กไฟฟ้า,โมเมนต์ของแรงคู่ควบของแรงแม่เหล็ก
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,แม่เหล็กไฟฟ้า,บทประยุกต์ของแม่เหล็กไฟฟ้า,หลักการทำงานของแกลแวนอมิเตอร์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,แม่เหล็กไฟฟ้า,บทประยุกต์ของแม่เหล็กไฟฟ้า,มอเตอร์ไฟฟ้ากระแสตรง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,แม่เหล็กไฟฟ้า,บทประยุกต์ของแม่เหล็กไฟฟ้า,เครื่องกำเนิดไฟฟ้า
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,แม่เหล็กไฟฟ้า,บทประยุกต์ของแม่เหล็กไฟฟ้า,แบลลัสต์แบบขดลวดของหลอดฟลูออเรสเซนต์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,แม่เหล็กไฟฟ้า,บทประยุกต์ของแม่เหล็กไฟฟ้า,การเกิดอีเอ็มเอฟกลับของมอเตอร์ไฟฟ้า
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,แม่เหล็กไฟฟ้า,บทประยุกต์ของแม่เหล็กไฟฟ้า,มอเตอร์ไฟฟ้าเหนี่ยวนำและกีตาร์ไฟฟ้า
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,แม่เหล็กไฟฟ้า,บทประยุกต์ของแม่เหล็กไฟฟ้า,หม้อแปลง
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสสลับ,พื้นฐานไฟฟ้ากระแสสลับ,สมการของกระแสไฟฟ้าของวงจรกระแสสลับ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสสลับ,พื้นฐานไฟฟ้ากระแสสลับ,สมการของความต่างศักย์ของวงจรกระแสสลับ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสสลับ,พื้นฐานไฟฟ้ากระแสสลับ,ค่าอาร์เอ็มเอสและค่ายังผล
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสสลับ,การวิเคราะห์วงจรไฟฟ้ากระแสสลับ,การวิเคราะห์วงจรกระแสสลับที่มีเฉพาะตัวต้านทาน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสสลับ,การวิเคราะห์วงจรไฟฟ้ากระแสสลับ,การวิเคราะห์วงจรกระแสสลับ RLC
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสสลับ,การวิเคราะห์วงจรไฟฟ้ากระแสสลับ,แผนภาพเฟเซอร์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสสลับ,บทประยุกต์ไฟฟ้ากระแสสลับ,กำลังไฟฟ้ากระแสสลับ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสสลับ,บทประยุกต์ไฟฟ้ากระแสสลับ,การส่งกำลังไฟฟ้า
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสสลับ,บทประยุกต์ไฟฟ้ากระแสสลับ,ระบบไฟฟ้า 3 เฟส
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสสลับ,บทประยุกต์ไฟฟ้ากระแสสลับ,วงจรเรโซแนนซ์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มไฟฟ้า,ไฟฟ้ากระแสสลับ,บทประยุกต์ไฟฟ้ากระแสสลับ,วงจรแปลงไฟ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,คลื่นแม่เหล็กไฟฟ้า,การเกิดและลักษณะของคลื่นแม่เหล็กไฟฟ้า,พื้นฐานคลื่นแม่เหล็กไฟฟ้า
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,คลื่นแม่เหล็กไฟฟ้า,การเกิดและลักษณะของคลื่นแม่เหล็กไฟฟ้า,อัตราเร็วและพลังงานของคลื่นแม่เหล็กไฟฟ้า
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,คลื่นแม่เหล็กไฟฟ้า,การเกิดและลักษณะของคลื่นแม่เหล็กไฟฟ้า,สเปกตรัมของคลื่นแม่เหล็กไฟฟ้า
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,คลื่นแม่เหล็กไฟฟ้า,การเกิดและลักษณะของคลื่นแม่เหล็กไฟฟ้า,การสร้างและรับสัญญาณ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,คลื่นแม่เหล็กไฟฟ้า,โพลาไรเซชันของคลื่นแม่เหล็กไฟฟ้า,โพลาไรเซชันโดยใช้แผ่นโพลารอยด์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,คลื่นแม่เหล็กไฟฟ้า,โพลาไรเซชันของคลื่นแม่เหล็กไฟฟ้า,โพลาไรเซชันโดยใช้การสะท้อน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,คลื่นแม่เหล็กไฟฟ้า,การประยุกต์ใช้คลื่นแม่เหล็กไฟฟ้า,การประยุกต์ใช้คลื่นแม่เหล็กไฟฟ้า
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,คลื่นแม่เหล็กไฟฟ้า,การสื่อสารโดยอาศัยคลื่นแม่เหล็กไฟฟ้า,การสื่อสารโดยอาศัยคลื่นแม่เหล็กไฟฟ้า
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์อะตอม,สมมติฐานของพลังค์,การแผ่รังสีของวัตถุ
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์อะตอม,สมมติฐานของพลังค์,ควอนตัมของพลังงาน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์อะตอม,พัฒนาการแบบจำลองอะตอม,พัฒนาการแบบจำลองอะตอม
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์อะตอม,ทฤษฎีอะตอมของโบร์,โมเมนตัมเชิงมุมของอิเล็กตรอนในอะตอมไฮโดรเจน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์อะตอม,ทฤษฎีอะตอมของโบร์,ระดับพลังงานของอิเล็กตรอนในอะตอมไฮโดรเจน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์อะตอม,ทฤษฎีอะตอมของโบร์,รัศมีโคจรของอิเล็กตรอนในอะตอมไฮโดรเจน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์อะตอม,ทฤษฎีอะตอมของโบร์,อัตราเร็วของอิเล็กตรอนในอะตอมไฮโดรเจน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์อะตอม,ทฤษฎีอะตอมของโบร์,สเปกตรัมดูดกลืนและปลดปล่อย
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์อะตอม,ทฤษฎีอะตอมของโบร์,อนุกรมสเปกตรัมของไฮโดรเจน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์อะตอม,ทฤษฎีอะตอมของโบร์,การทดลองของฟรังก์และเฮิรตซ์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์อะตอม,ทวิภาวะของคลื่นและอนุภาค,ปรากฏการณ์โฟโตอิเล็กทริก
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์อะตอม,ทวิภาวะของคลื่นและอนุภาค,สมมติฐานของเดอบรอยล์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์อะตอม,ทวิภาวะของคลื่นและอนุภาค,ปรากฏการณ์คอมป์ตัน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์อะตอม,ทวิภาวะของคลื่นและอนุภาค,กลศาสตร์ควอนตัมและการนำไปประยุกต์ใช้ประโยชน์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์นิวเคลียร์และฟิสิกส์อนุภาค,สัญลักษณ์นิวเคลียร์,นิวไคลด์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์นิวเคลียร์และฟิสิกส์อนุภาค,สัญลักษณ์นิวเคลียร์,อนุภาคที่เกี่ยวกับปฏิกิริยานิวเคลียร์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์นิวเคลียร์และฟิสิกส์อนุภาค,ปฏิกิริยานิวเคลียร์,การดุลสมการนิวเคลียร์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์นิวเคลียร์และฟิสิกส์อนุภาค,ปฏิกิริยานิวเคลียร์,การสลายตัวให้อนุภาคแอลฟา บีตา และแกมมา
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์นิวเคลียร์และฟิสิกส์อนุภาค,ปฏิกิริยานิวเคลียร์,การแยกไอโซโทปด้วย Mass Spectrometer
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์นิวเคลียร์และฟิสิกส์อนุภาค,ปฏิกิริยานิวเคลียร์,ปฏิกิริยานิวเคลียร์ฟิชชันและฟิวชัน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์นิวเคลียร์และฟิสิกส์อนุภาค,กัมมันตภาพรังสี,อัตราการสลาย
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์นิวเคลียร์และฟิสิกส์อนุภาค,กัมมันตภาพรังสี,ครึ่งชีวิต
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์นิวเคลียร์และฟิสิกส์อนุภาค,เสถียรภาพของนิวเคลียส,พลังงานยึดเหนี่ยว
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์นิวเคลียร์และฟิสิกส์อนุภาค,เสถียรภาพของนิวเคลียส,พลังงานในปฏิกิริยานิวเคลียร์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์นิวเคลียร์และฟิสิกส์อนุภาค,เสถียรภาพของนิวเคลียส,การหาขนาดนิวเคลียส
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์นิวเคลียร์และฟิสิกส์อนุภาค,ประโยชน์และการป้องกันอันตรายจากรังสี,การนำกันมมันตรังสีไปใช้ประโยชน์
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์นิวเคลียร์และฟิสิกส์อนุภาค,ประโยชน์และการป้องกันอันตรายจากรังสี,รังสีในธรรมชาติและการป้องกันอันตรายจากรังสี
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์นิวเคลียร์และฟิสิกส์อนุภาค,ฟิสิกส์อนุภาค,แบบจำลองมาตรฐาน
มัธยมปลาย,วิทยาศาสตร์,ฟิสิกส์,กลุ่มฟิสิกส์ยุคใหม่,ฟิสิกส์นิวเคลียร์และฟิสิกส์อนุภาค,ฟิสิกส์อนุภาค,ประโยชน์จากการค้นคว้าวิจัยด้านฟิสิกส์อนุภาค
